"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"324"	2	2	2	1	1	4	1	1	1	1	1	2	1	1	1	3	2	1	1	4	4	4	1	2	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	2	3	3	2	2	1	1	2	1	4	1	2	4	2	1	1	1	3	1	2	2	3	1	2	1	2	2	1	4	3	2	4	1	2	1	4	1	2	2	2	1	2	1	1	3	3	2	1	2	4	2	1	1	1	4	1	2	4	2	1	1
"325"	1	2	2	1	1	2	1	1	4	1	3	2	4	4	1	3	1	1	1	1	1	2	2	2	1	2	1	1	3	3	2	1	2	4	1	1	3	3	1	1	3	1	1	2	2	2	3	2	1	1	4	1	1	2	1	1	1	2	2	4	3	2	2	2	2	3	3	2	1	1	4	2	2	1	1	4	1	1	1	1	2	2	4	1	1	1	1	2	3	1	1	4	3	3	1	1	4	3	1	1
"326"	2	2	1	1	2	2	1	2	4	1	1	2	1	1	1	1	1	4	4	2	4	1	2	1	2	1	1	1	1	1	2	2	2	3	1	1	1	2	1	1	3	3	1	2	2	1	4	1	4	1	1	2	1	2	1	1	1	2	3	1	1	1	1	2	1	2	1	2	1	4	4	3	1	1	1	1	1	1	1	1	2	1	4	1	1	4	1	2	2	2	1	2	1	1	3	1	3	2	4	1
"327"	1	1	1	3	1	3	1	2	2	1	3	1	1	2	3	2	1	2	3	1	2	2	2	2	1	1	1	1	3	3	2	2	1	3	1	2	4	1	1	2	3	1	1	2	2	2	4	1	2	1	1	1	1	1	1	1	3	2	2	1	3	2	1	3	2	2	1	4	4	1	3	3	3	1	2	3	1	4	1	1	3	1	4	1	3	1	3	2	4	1	1	1	1	2	1	1	1	3	3	2
"328"	3	1	1	1	2	2	1	2	4	3	4	1	2	2	2	2	1	1	4	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	4	4	1	1	1	3	1	1	3	3	2	2	1	4	1	2	1	1	4	1	1	1	4	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	4	1	1	1	4	1	1	1	3	2	1	2	2	3	3	1
"329"	4	1	1	2	4	2	1	4	1	1	3	2	4	2	1	2	1	3	1	1	1	1	1	3	1	1	1	1	3	3	2	1	1	3	1	1	1	1	4	1	2	1	1	1	2	2	4	1	1	3	1	1	1	1	2	1	1	1	2	4	1	4	3	1	1	2	1	4	4	2	1	2	3	1	1	2	1	2	2	1	3	4	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	3	4	1
"330"	1	2	4	4	4	2	1	1	2	3	1	1	3	2	2	2	1	1	3	1	1	1	2	4	1	1	1	1	1	2	1	4	1	2	1	1	4	2	1	1	3	1	4	2	2	1	1	1	4	1	2	1	1	1	1	1	3	1	2	2	3	2	1	3	2	2	1	2	4	2	1	3	1	1	1	1	1	4	2	1	3	4	4	2	2	3	2	4	4	1	1	2	1	1	2	1	1	3	2	1
"331"	1	2	2	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	4	2	1	1	1	1	4	1	2	1	2	1	3	1	2	1	1	2	1	1	1	1	1	1	1	4	1	1	1	3	1	3	4	3	1	1	2	1	2	2	1	3	1	2	1	1	3	1	1	1	3	3	1	1	4	2	1	4	1	1	1	1	1	3	4	1
"332"	1	2	3	1	1	4	1	1	1	1	3	1	1	2	4	1	2	3	1	1	1	1	2	4	1	1	1	1	1	1	1	1	1	3	1	2	2	2	1	1	3	1	4	1	1	1	2	2	2	2	1	1	4	1	3	1	1	1	2	1	3	1	4	3	1	2	2	2	1	3	4	3	4	2	1	3	1	4	1	2	2	1	3	1	1	1	4	2	3	2	1	1	2	2	1	2	1	1	1	1
"333"	2	2	4	1	2	1	1	1	2	2	3	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	4	3	1	4	2	3	1	4	2	1	1	4	3	1	1	2	2	2	2	1	1	2	2	2	1	2	1	3	1	4	4	2	1	2	4	4	1	2	1	2	1	3	4	1	1	1	1	1	1	3	1	1	3	2	4	1	1	1	2	4	1	2	1	2	2	4	2	1	2	2	1	1
"334"	4	2	1	3	4	1	1	2	2	1	2	3	1	1	2	1	1	3	1	1	1	1	2	2	3	1	1	1	1	1	1	1	2	3	1	2	1	2	1	1	3	3	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1	4	1	2	1	2	2	2	1	2	3	2	4	3	1	1	1	4	1	1	1	1	2	2	4	1	3	3	4	4	3	1	1	1	4	2	1	2	2	3	3	1
"335"	4	1	3	1	1	2	1	2	1	1	3	3	1	2	2	3	1	3	4	1	1	2	3	1	1	1	1	1	1	1	1	2	1	3	1	1	4	1	3	1	3	1	1	1	1	4	4	1	4	1	2	1	1	4	3	1	1	2	1	4	1	2	2	1	1	2	1	2	1	3	1	1	1	1	1	4	4	3	2	4	4	1	2	1	1	1	2	2	4	2	1	2	1	3	1	2	1	2	2	1
"336"	4	2	1	1	2	2	1	1	3	2	1	1	1	4	2	2	1	4	1	2	4	1	2	2	1	1	1	3	1	2	1	2	1	4	1	2	1	2	1	1	3	3	4	4	2	4	2	2	4	2	1	1	1	1	1	2	1	1	3	2	3	2	2	2	1	1	1	3	2	4	4	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	3	1	1	2	1	4	1	1	1	1	2	2
"337"	3	3	2	2	4	2	1	2	1	1	1	1	3	2	2	1	3	2	4	4	4	1	2	2	1	3	1	1	1	1	1	2	4	3	1	1	4	1	1	1	4	3	1	2	1	1	3	2	1	2	2	2	1	1	1	1	1	3	2	1	3	2	1	4	1	1	1	4	3	1	2	1	4	1	1	3	4	2	2	2	2	2	2	1	3	1	1	2	3	1	1	3	1	2	1	2	1	1	1	2
"338"	4	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	4	1	2	2	2	1	1	2	1	1	2	3	2	2	1	4	1	1	1	2	1	1	3	1	2	2	2	1	3	1	1	1	2	1	1	2	1	3	1	1	2	3	4	2	1	1	1	3	1	2	1	2	4	3	1	1	4	3	1	3	1	1	2	1	1	1	3	1	1	2	2	2	1	1	1	1	4	1	4	3	3	1
"339"	2	4	1	1	4	1	1	2	1	3	3	2	2	2	1	1	1	1	1	1	3	1	1	4	3	3	1	1	1	1	1	1	2	2	1	3	1	2	1	1	2	4	1	1	3	1	3	1	4	2	1	1	1	2	1	3	1	4	2	1	3	1	1	1	1	4	1	3	1	2	1	4	4	1	1	3	4	2	1	2	2	2	1	1	1	1	2	2	3	1	1	3	2	2	1	1	3	1	4	4
"340"	4	1	1	1	1	4	1	4	3	1	3	1	3	2	2	2	1	3	4	1	3	4	2	4	1	1	1	1	1	2	1	4	1	3	1	1	2	1	1	1	3	3	1	2	3	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	3	1	3	1	1	1	4	1	4	1	1	3	2	1	1	1	1	1	2	3	1	1	3	2	2	1	2	3	3	4	1
"341"	4	1	1	3	4	1	1	3	2	2	1	2	4	2	2	4	1	1	1	1	1	2	1	2	2	4	1	1	1	1	4	4	2	4	1	3	2	2	2	1	4	1	1	2	2	2	2	1	1	1	1	2	1	2	1	3	3	3	2	3	1	4	1	1	1	1	4	2	1	4	4	3	1	3	1	2	4	4	2	3	2	1	1	1	1	1	4	2	2	1	1	3	2	1	1	3	1	3	1	1
"342"	1	2	2	3	2	3	1	4	4	3	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	2	2	1	4	1	2	1	2	1	2	3	1	1	1	1	2	2	1	4	2	2	1	1	1	1	2	3	1	2	3	3	1	2	1	1	1	1	1	1	3	4	3	2	1	1	2	1	3	1	3	3	1	4	1	1	1	2	4	1	2	1	1	2	3	4	2	1	1	4	1
"343"	1	2	3	1	1	2	1	1	2	1	3	4	2	2	1	1	1	3	3	1	1	2	2	1	1	1	2	4	1	1	2	1	2	3	1	4	4	2	1	1	3	1	2	2	1	1	4	1	1	4	2	2	2	2	1	1	1	2	2	4	1	4	2	2	2	2	4	1	1	4	1	3	4	1	1	4	1	4	1	1	2	2	1	3	1	1	1	4	3	1	4	1	1	1	1	2	1	3	3	1
"344"	4	1	2	1	1	3	1	2	1	1	4	1	3	2	1	1	2	3	1	1	4	1	2	2	1	1	1	1	1	3	1	1	2	4	1	1	1	2	3	1	2	3	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	2	1	2	1	4	4	1	2	1	1	1	3	1	1	1	2	1	1	2	1	3	3	1	1	2	2	3	1	1	1	1	4	1	1	3	1	2	1
"345"	1	2	4	3	2	1	1	1	3	1	1	1	2	2	2	1	3	3	1	1	1	1	2	2	1	1	1	1	2	4	1	2	1	3	1	3	1	3	2	1	3	1	2	1	2	1	4	1	1	1	2	1	1	2	1	1	1	2	2	1	3	3	2	1	1	4	2	2	1	3	4	1	4	4	2	1	1	4	2	1	2	1	1	3	3	1	4	4	1	1	1	1	2	4	1	1	1	2	3	2
"346"	2	1	3	1	2	2	1	1	1	3	1	1	1	2	4	2	1	2	1	2	1	1	2	2	2	1	1	1	1	2	1	2	2	4	1	1	4	3	1	2	3	1	1	1	3	4	1	1	3	2	4	4	1	4	1	1	1	1	2	1	3	4	1	2	1	1	1	2	1	1	1	3	3	3	1	1	1	4	1	1	2	2	2	3	1	1	1	1	4	1	1	1	1	3	3	1	2	3	1	2
"347"	4	3	2	1	4	2	1	2	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	4	2	2	1	1	1	4	1	2	3	2	4	2	1	1	2	1	4	1	2	1	2	1	1	4	1	1	1	1	4	4	3	2	3	4	1	2	2	2	1	4	1	2	3	1	2	1	1	2	2	3	2	1	1	3	3	1	4	1	4	2	1	2	1	1	1	1	1	3	1	1
"348"	4	2	1	4	4	1	1	4	2	1	1	2	2	1	1	1	1	1	4	4	4	1	2	1	1	1	1	1	3	2	1	2	1	2	1	3	1	1	3	1	4	2	1	1	3	1	3	3	1	2	2	1	1	2	1	2	1	2	2	1	1	4	1	1	1	1	1	2	1	1	2	1	1	1	1	4	1	3	2	1	3	1	4	1	1	1	1	4	2	1	1	2	2	1	3	1	1	1	1	1
"349"	1	2	4	1	4	2	1	2	4	3	3	4	3	2	2	3	1	3	1	1	1	1	2	3	2	1	1	1	1	2	2	2	2	4	1	1	1	2	2	1	4	1	1	2	3	1	2	1	3	1	2	1	1	2	1	1	1	2	2	4	3	4	2	1	2	2	2	4	1	1	1	2	3	4	2	1	1	1	1	1	3	2	1	2	1	1	1	2	3	2	3	1	1	4	1	2	4	1	1	1
"350"	1	1	3	1	3	3	1	2	2	1	3	2	2	1	2	2	1	1	1	1	1	4	4	4	1	2	1	1	3	2	1	2	1	1	1	1	4	2	1	2	4	3	2	2	1	1	3	1	4	1	2	1	1	2	1	2	1	1	2	2	1	1	1	4	1	2	1	4	1	1	1	3	4	3	1	1	1	4	2	1	2	2	4	3	2	1	1	1	1	1	1	1	1	4	4	2	1	2	2	4
"351"	1	2	1	1	1	2	1	4	2	1	3	4	1	2	1	1	4	1	4	1	4	1	3	2	1	1	1	1	1	4	1	1	1	2	1	4	4	2	1	1	3	2	1	1	1	1	2	2	4	3	1	4	1	2	1	3	1	4	2	4	3	2	2	1	2	1	1	2	2	3	4	3	1	1	1	2	1	3	1	1	2	1	3	1	1	1	1	1	4	1	3	2	1	1	3	2	1	1	2	1
"352"	3	1	2	2	1	2	1	2	2	3	1	1	4	2	3	1	1	3	1	2	3	2	2	4	1	3	1	1	1	2	2	2	4	1	1	1	2	2	2	3	3	2	2	1	4	1	4	1	1	1	2	1	1	1	1	1	3	1	2	1	3	1	2	1	2	4	4	3	1	3	1	2	1	1	1	1	1	1	1	1	2	2	1	1	3	1	4	2	4	1	1	2	2	1	1	2	1	1	1	1
"353"	4	1	1	1	3	1	1	2	1	1	3	1	1	2	3	1	1	1	4	2	2	1	2	1	4	1	1	1	2	1	4	3	1	1	1	1	1	3	2	2	4	1	1	1	2	1	3	1	4	2	1	1	1	2	1	2	3	3	2	3	3	4	3	1	4	3	1	2	1	3	2	1	1	1	1	4	1	2	1	1	1	1	2	1	2	1	4	4	4	1	1	2	1	4	1	2	1	2	2	2
"354"	3	2	4	2	4	2	1	2	4	1	1	1	2	1	1	4	2	3	1	1	2	4	2	1	1	1	1	1	1	4	1	2	2	1	4	1	4	4	1	1	4	2	1	2	1	1	4	1	1	2	2	2	1	2	1	1	1	2	2	4	3	4	1	4	1	2	2	3	3	1	2	3	1	2	2	1	1	1	3	1	2	1	1	4	1	1	1	2	4	1	1	1	1	1	2	1	4	1	2	1
"355"	1	1	3	1	4	2	1	3	1	1	3	1	4	2	1	3	4	1	1	2	3	2	2	3	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	3	1	1	1	1	3	4	1	1	2	1	1	1	1	1	4	3	1	2	1	1	1	1	2	2	1	1	2	1	4	4	3	2	1	2	4	1	2	3	1	2	1	4	1	3	1	1	1	3	1	1	2	1	1	3	3	3	1	3	4
"356"	1	1	1	1	2	2	1	1	4	1	3	4	3	2	1	1	1	1	4	2	2	2	2	2	1	1	1	1	1	2	2	2	1	3	1	2	4	1	1	2	2	2	1	1	1	1	1	1	3	2	2	1	2	2	1	2	3	1	2	1	1	1	2	4	1	2	4	2	1	1	4	3	3	2	4	4	1	4	2	1	3	1	3	3	1	1	2	1	2	2	1	2	2	4	4	1	3	1	1	1
"357"	1	1	4	3	4	3	1	1	1	1	4	1	2	2	2	1	1	1	4	1	4	2	2	4	1	1	1	1	1	1	2	1	1	1	1	1	4	1	4	1	4	1	1	2	1	1	4	1	1	1	2	1	1	1	1	4	1	1	2	4	3	4	1	2	1	2	1	4	4	1	4	1	1	1	2	1	1	1	1	1	2	1	3	4	1	1	1	2	2	1	1	1	2	4	1	3	1	3	2	1
"358"	1	2	2	3	1	4	1	4	1	3	2	1	1	2	1	2	1	2	1	4	2	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	4	1	3	2	1	2	1	4	2	2	3	1	1	1	2	1	1	1	1	1	1	4	3	1	1	1	3	1	2	2	1	4	1	2	1	1	1	2	1	3	1	4	1	1	1	2	1	3	2	1	1	2	4	2	1	3	1	1	3	1	3	2	2	2
"359"	1	2	4	1	1	2	1	2	2	3	3	1	2	2	2	2	2	1	4	1	1	1	2	1	4	4	1	1	2	1	1	1	1	1	1	2	4	2	3	2	1	2	1	2	4	2	1	1	3	2	1	2	1	1	1	1	3	2	2	1	3	1	2	4	1	2	1	1	4	1	1	3	1	1	1	1	1	4	1	1	3	2	4	1	2	1	1	3	4	2	1	3	1	2	4	1	4	3	4	1
"360"	2	1	1	1	4	2	1	2	4	1	1	1	1	2	1	1	2	1	3	1	1	1	2	1	2	1	1	1	2	4	1	2	1	3	1	2	2	1	1	1	3	3	1	2	3	1	2	1	1	1	1	3	1	2	1	1	1	1	2	1	3	1	3	1	1	1	3	2	3	1	1	1	1	1	1	2	1	3	1	1	3	1	4	2	1	1	3	4	3	2	1	1	2	4	4	1	4	3	3	1
"361"	1	1	3	1	2	2	1	4	1	1	2	1	1	2	2	1	1	3	4	2	2	2	2	3	1	3	2	1	2	3	1	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	4	1	1	2	1	3	1	2	1	1	1	1	2	4	2	4	1	1	1	1	4	1	1	1	4	2	4	1	1	1	1	3	1	1	3	1	4	3	3	1	1	2	2	2	1	2	2	3	1	2	1	2	2	1
"362"	3	3	1	1	4	3	1	1	4	1	4	1	4	2	1	3	1	4	1	1	4	4	3	4	1	1	1	1	1	1	2	2	2	3	1	1	1	3	1	2	4	1	1	2	2	1	3	1	1	1	2	1	4	1	1	2	1	2	2	4	3	4	1	1	2	3	4	3	4	1	4	3	1	2	1	4	1	3	1	1	3	1	3	1	3	1	1	4	4	2	1	3	2	2	3	1	1	1	4	1
"363"	1	2	3	4	2	1	1	1	2	1	1	1	4	2	1	3	1	1	4	3	1	4	2	4	1	1	1	2	1	4	3	1	1	3	1	2	3	2	1	1	3	1	1	2	4	1	3	1	1	1	1	1	1	2	1	1	1	1	2	4	3	4	1	1	1	1	1	1	4	2	1	3	1	4	4	3	1	1	1	2	2	2	1	1	1	1	2	2	4	1	1	1	3	1	2	1	4	3	2	1
"364"	2	1	3	2	4	1	1	3	2	3	3	3	4	4	2	2	1	3	1	2	1	2	3	3	1	4	2	1	1	1	2	1	1	1	1	1	1	3	1	2	4	1	1	1	3	2	1	1	4	2	2	1	1	4	1	1	1	1	1	2	1	4	2	1	1	1	4	3	1	4	4	2	2	4	1	1	2	3	3	1	2	1	4	1	3	1	1	2	3	2	1	2	1	3	2	2	1	1	2	1
"365"	1	1	4	2	4	1	1	4	4	1	3	1	1	2	3	1	2	1	1	4	4	2	2	3	1	1	1	2	1	1	2	2	1	1	1	2	3	4	3	2	3	3	1	1	2	1	4	1	2	1	2	1	1	1	1	2	1	1	2	2	3	2	2	1	1	2	1	1	4	1	1	3	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	2	3	1	1	3	2	1	3	1	4	1	2	4
"366"	4	2	2	1	4	4	1	2	4	1	1	2	1	2	2	1	2	3	4	1	3	2	2	2	1	1	1	1	1	2	2	1	3	3	2	1	4	2	1	1	4	2	1	1	2	1	2	2	4	2	1	1	1	4	1	1	1	2	1	2	1	4	1	3	1	1	1	4	4	1	4	3	4	3	1	4	4	1	1	3	3	2	1	4	2	1	1	4	2	2	1	2	1	1	1	3	1	3	2	1
"367"	1	1	2	1	3	1	1	2	1	1	2	1	4	2	1	2	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	4	4	2	2	2	2	3	1	1	2	1	4	1	1	1	1	1	1	1	1	4	1	2	3	1	1	2	1	1	4	1	1	2	4	1	4	3	1	1	1	4	1	1	1	2	3	1	1	1	3	1	1	1	3	1	1	1	1	4	1	1	1	1	1	1
"368"	4	2	2	1	2	3	1	4	3	3	1	1	1	2	3	2	1	1	1	1	1	4	2	4	1	2	1	1	1	1	2	4	1	2	1	2	4	4	2	2	4	3	1	2	2	1	2	1	1	4	2	1	1	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	3	1	1	1	2	1	1	1	1	2	2	4	1	3	1	4	4	2	2	1	3	1	1	1	1	3	3	4	1
"369"	1	2	3	3	2	1	1	1	4	1	2	1	1	2	2	3	1	2	1	1	1	2	3	1	1	1	1	1	1	4	1	2	1	3	1	1	1	1	2	2	3	1	4	2	2	1	3	1	1	4	2	4	1	2	1	1	1	2	1	4	1	1	1	3	1	2	1	2	1	1	4	1	1	1	1	2	1	4	1	4	2	2	4	1	2	1	1	4	4	2	1	3	1	4	2	1	4	4	2	2
"370"	4	2	2	1	3	4	1	1	4	1	4	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2	4	2	3	1	3	1	1	2	4	3	2	1	1	2	2	2	1	1	1	2	1	1	2	4	1	1	1	1	1	1	4	2	4	1	2	1	2	2	3	1	1	1	2	4	3	3	1	1	1	4	2	3	3	3	1	1	2	3	4	1	1	1	4	1	2	1	1	3	1
"371"	1	2	1	1	2	2	1	2	4	1	1	4	3	2	2	1	4	4	4	1	1	2	1	3	2	1	1	1	1	3	1	2	1	4	1	1	2	1	2	1	1	1	2	1	4	1	4	1	1	1	2	2	1	1	1	2	1	1	2	4	3	2	1	2	2	1	1	2	1	2	1	3	1	1	1	4	2	2	1	1	2	2	1	1	1	1	1	4	1	1	1	2	1	1	3	4	3	2	2	1
"372"	3	2	1	1	2	2	1	2	2	1	1	2	1	2	1	1	2	3	4	1	4	4	2	2	1	1	1	1	1	1	1	2	1	3	1	2	2	2	3	2	3	2	1	1	2	1	4	1	1	1	2	4	2	2	1	1	1	2	2	1	3	2	2	3	2	1	1	4	1	3	1	1	1	1	2	3	2	2	1	3	2	1	3	1	1	1	1	2	2	1	1	1	2	1	1	2	3	1	2	1
"373"	1	1	1	3	1	3	1	4	1	3	4	1	1	2	2	4	1	1	1	1	1	4	2	3	1	1	1	3	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	4	1	1	2	1	1	1	2	3	1	1	1	2	4	1	4	1	4	1	2	4	2	4	4	4	3	1	1	1	1	1	2	1	1	4	1	1	3	1	1	1	1	2	2	1	2	2	2	4	3	3	3	1	1
"374"	1	1	2	2	3	4	1	1	4	4	3	1	2	2	4	1	4	3	4	1	4	1	2	1	1	1	1	1	1	3	4	1	1	2	1	3	2	1	1	2	3	1	2	1	2	1	2	1	1	2	2	4	1	1	1	2	1	1	1	1	3	2	2	1	1	1	1	2	3	2	1	3	4	1	1	4	1	1	1	1	2	1	3	2	3	1	1	1	3	2	1	2	1	1	1	1	1	3	1	1
"375"	1	2	2	1	1	1	1	1	1	3	3	1	1	2	2	1	1	3	4	1	1	4	2	4	1	1	1	2	3	3	1	2	1	3	1	2	4	1	1	4	3	2	1	2	2	3	3	2	2	1	2	3	1	4	4	2	1	4	1	4	1	2	2	1	2	4	1	3	1	1	2	3	1	2	1	1	1	3	1	1	2	1	2	1	3	1	1	2	2	1	1	2	1	2	3	2	4	3	1	4
"376"	4	2	1	2	2	2	1	2	3	3	3	1	4	2	1	3	1	1	1	1	1	3	4	2	1	1	1	4	1	2	1	4	1	3	1	2	1	2	2	2	3	4	2	2	1	1	1	1	2	2	2	1	2	2	1	3	1	1	1	1	1	2	4	1	1	2	1	4	4	3	1	3	1	1	1	1	2	2	2	1	3	2	4	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	2	1
"377"	1	2	3	2	1	4	1	4	4	3	1	1	2	2	2	3	1	1	1	1	3	1	2	3	1	1	1	2	2	1	2	2	1	3	1	2	4	2	2	2	3	2	1	2	3	1	2	1	1	2	1	1	1	2	1	1	1	1	2	4	3	2	2	2	1	1	1	3	2	1	4	3	2	3	1	1	1	4	1	3	4	2	1	2	1	1	1	2	3	2	1	4	1	1	1	2	3	1	1	1
"378"	4	1	2	4	2	2	1	4	4	1	1	1	4	2	2	2	1	2	1	1	1	1	4	3	1	1	1	1	4	1	1	1	2	1	4	4	4	2	1	1	3	2	1	1	4	1	3	1	1	4	1	1	1	1	1	2	1	3	2	1	2	1	2	1	2	2	1	4	1	1	1	3	1	2	1	2	2	2	1	1	3	1	4	1	1	4	1	1	3	1	1	2	1	1	1	2	1	2	1	1
"379"	1	2	3	2	4	2	1	2	4	1	1	1	2	2	2	1	1	3	4	1	4	3	2	4	2	1	1	1	1	2	1	4	2	3	1	3	2	1	1	1	3	1	1	2	1	1	2	3	1	2	2	1	1	1	1	2	1	2	1	2	3	4	2	2	1	2	1	2	2	1	1	2	1	2	4	4	1	1	2	1	2	1	3	1	3	1	1	2	4	2	1	4	2	2	1	1	1	2	2	1
"380"	1	2	2	1	2	1	1	1	1	1	3	1	4	2	3	3	1	1	1	1	2	3	4	4	1	1	1	1	1	2	1	1	1	2	1	4	1	1	2	1	3	4	1	1	2	1	4	1	4	1	2	3	1	1	1	3	1	1	1	2	3	4	2	1	1	1	4	4	1	3	1	3	2	2	1	2	1	3	3	1	3	1	3	1	4	1	4	1	2	2	1	1	1	2	2	4	1	2	2	1
"381"	4	1	2	1	2	1	1	4	3	1	2	2	1	2	3	1	1	3	2	1	2	1	3	4	1	3	1	3	1	1	4	2	1	1	1	2	3	2	2	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	3	2	1	4	1	4	1	3	1	4	4	1	3	4	1	1	2	2	1	1	1	2	1	2	1	1	4	1	1	2	4	3	4	3	3	1
"382"	4	2	3	3	4	1	1	4	1	3	1	2	1	2	2	2	2	1	1	2	4	2	2	3	4	1	1	3	2	4	2	2	2	4	1	1	4	2	1	2	3	1	1	3	2	1	2	1	1	1	1	1	1	2	1	3	1	2	1	2	1	4	1	2	1	2	2	2	2	4	4	1	3	1	1	3	1	2	1	1	2	1	1	2	1	1	4	4	4	2	1	3	1	1	1	2	1	4	4	1
"383"	2	1	1	1	2	1	1	2	3	1	3	1	1	2	2	2	4	1	4	2	1	1	2	3	1	4	1	1	1	1	2	1	1	2	1	1	4	2	1	2	4	4	1	2	1	2	3	1	4	1	1	1	1	4	3	3	1	2	2	1	3	1	2	4	1	2	1	1	1	1	2	3	1	2	2	3	1	2	1	1	2	1	4	4	4	1	1	1	3	1	1	4	1	1	1	1	4	1	1	1
"384"	1	3	1	2	2	2	1	1	2	1	2	3	2	2	1	1	1	1	3	3	1	1	2	1	1	3	1	4	1	1	2	2	1	2	1	1	1	4	2	3	3	1	1	1	1	4	2	1	1	2	1	1	1	2	1	1	1	1	1	3	2	2	3	2	4	1	1	1	4	4	3	3	1	2	1	3	1	2	1	1	1	2	4	1	4	1	1	2	3	2	3	2	3	1	3	2	3	4	2	1
"385"	4	1	1	4	3	4	1	3	1	2	1	1	2	2	2	1	2	4	4	1	2	3	2	4	1	1	1	1	2	1	3	3	1	1	2	2	1	1	2	2	4	1	1	1	4	2	1	2	1	2	2	1	1	1	1	3	1	1	2	4	3	4	1	2	2	2	1	2	4	2	4	1	2	1	1	1	1	4	2	1	4	1	4	1	4	1	2	4	2	1	1	4	1	1	1	2	1	2	4	1
"386"	3	1	4	1	2	1	1	2	2	1	4	1	2	2	2	2	4	3	3	1	1	1	3	4	1	1	1	1	2	3	1	4	4	4	1	4	4	3	2	1	4	1	1	1	2	1	2	2	4	1	1	3	1	2	1	4	1	1	2	1	1	4	2	3	1	2	1	2	1	1	4	3	1	1	1	1	2	4	1	1	3	2	1	3	1	4	1	2	3	2	1	3	3	4	4	1	3	1	2	2
"387"	4	3	3	4	1	1	1	2	1	1	1	1	4	2	2	1	1	2	1	1	2	1	2	3	1	3	1	1	1	1	2	2	3	3	1	1	2	3	1	2	3	2	2	1	3	1	4	1	1	2	1	2	1	2	4	2	1	2	1	4	1	3	1	1	1	1	1	4	1	1	4	1	2	1	1	4	2	1	1	1	2	2	1	3	1	2	1	4	2	2	1	2	2	4	3	2	4	2	4	1
"388"	1	3	3	1	1	1	1	4	4	3	1	1	2	1	2	1	1	1	4	1	1	2	2	3	1	1	1	1	1	1	1	2	2	3	1	2	1	2	1	2	4	2	1	2	1	1	3	1	1	1	2	2	1	3	1	1	1	1	2	4	3	4	2	3	1	1	4	2	1	1	2	3	1	1	1	1	1	1	2	1	2	2	3	1	1	1	2	2	4	2	1	2	2	1	4	2	3	1	2	1
"389"	3	3	4	1	1	4	1	1	4	2	2	1	1	2	2	4	1	2	1	1	1	1	3	3	1	1	1	1	1	4	1	1	2	3	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	3	3	2	3	1	2	3	3	2	1	1	2	4	1	4	1	2	1	3	1	1	1	3	1	2	1	1	2	2	3	1	2	1	1	1	1	1	3	3	2	1	4	1	1	1	2	1
